feature,freaturea,featureb,feaurec,featured,featuref,featureg,featureh,featurei,featurej,featurek,featurel,featurem,featuren,featureo,outcome
0,442496.01,119,0.18487395,53,90,0,1.58,100,3,28,0.174526176,90914.68,58.14571128,0.44249601,0
2,54928184.34,96,0.40625,0,90,0,1.96,85,1,50,0.104280414,155471.23,40257.33934,54.92818434,0
0,21657.35,2,0,50,82,0,42.42,128,4,1,0.183566608,0,189.6502057,0.02165735,0
2,13586639.31,1,1,0,125,0,84.63,85,1,1,0.112453351,142594.58,0,13.58663931,0
0,435993.43,1,1,68,82,0,33.14,34,3,1,0.406447731,455.14,0,0.43599343,0
2,321358499.1,6,0,0,90,0,21.12,106,1,1,0.247979034,0,168295.9397,321.3584991,0
0,296806.92,3,0.333333333,16,186,0,25.05,51,1,1,0.432830249,398.04,6071.821876,0.29680692,0
0,2689796.82,1,0,25,32,0,44.97,90,1,1,0.184183366,0,111459.587,2.68979682,0
1,20543461.55,1,1,0,123,0,61.57,62,2,1,0.197191455,1201.4,0,20.54346155,0
1,49759.66,3,0.666666667,0,123,0,20.71,83,2,1,0.712084652,317.8,0.745571654,0.04975966,0
1,19914.42,2,0,0,123,0,50.19,101,1,1,0.505711402,0,148.4081359,0.01991442,0
0,0.06,1,0,33,82,0,66.85,134,1,1,0.189365017,0,0.000647026,6e-08,0
0,733377.52,38,0.315789474,54,82,0,3.78,72,2,8,0.157548359,44.97,1324.580024,0.73337752,0
0,165961.72,1,0,17,90,0,165.66,166,2,1,0.217663385,0,1625.638987,0.16596172,0
1,3389783.46,18,0.444444444,0,125,0,8.75,106,1,6,0.018807051,1519.96,12891.98985,3.38978346,0
0,672041.13,42,0.404761905,27,32,0,4.12,75,1,21,0.046852207,162174.3,1815.398332,0.67204113,0
1,135229.18,3,0.333333333,0,90,0,21.17,43,5,1,0.5710194,232.65,90.04119774,0.13522918,0
1,247322.67,3,0.333333333,0,125,0,15.94,64,2,1,0.909220398,6539.52,33.64061072,0.24732267,0
0,274032.39,2,0,38,82,0,11.57,24,1,2,0.122395457,0,35.4540218,0.27403239,0
0,34213.77,2,0,78,123,0,101.99,102,2,1,0.24735033,0,51.58688663,0.03421377,0
0,913620.25,1,0,29,82,0,126.02,253,1,1,0.242561626,0,2544.727613,0.91362025,0
1,11686025.78,110,0.4,0,125,0,1.72,104,1,2,0.666279119,9770.23,19925.14599,11.68602578,0
0,7634.13,219,0.296803653,18,125,0,0.79,91,1,14,0.506098427,2181.29,26.8041809,0.00763413,0
0,2088735.05,2,0,40,125,0,37.52,113,3,1,0.113856472,0,3039.241451,2.08873505,0
0,4049369.55,3,0,85,166,0,14.03,29,1,1,0.347009605,0,2549.893283,4.04936955,0
1,759488.43,57,0.438596491,0,82,0,2.62,69,2,4,0.528594144,19482.15,2580.832532,0.75948843,0
0,768263.74,82,0.353658537,35,82,0,2.11,72,1,1,0.24117878,15952.77,0.225050071,0.76826374,0
2,28968601.07,4,0.5,0,90,0,33.52,168,2,1,0.05939181,0.12,3929.356358,28.96860107,0
0,23986.94,10,0.3,17,125,0,14.1,85,2,1,0.355450355,1165.64,83.85441809,0.02398694,0
0,89936.79,2,0.5,62,32,0,156.15,157,2,2,0.258515808,4.17,198.0384062,0.08993679,0
0,1171329.75,1,0,36,166,0,49.34,50,1,1,0.119224308,1171329.75,12059.32546,1.17132975,0
0,20498.04,8,0.375,53,82,0,13.14,53,1,2,0.169335987,151.97,0.00883036,0.02049804,0
0,107182.87,57,0.280701754,43,82,0,3.04,95,1,2,0.375360495,11502.03,1683.081941,0.10718287,0
1,224996.95,101,0.297029703,0,166,0,1.67,92,2,19,0.177775394,64710.21,65.65509409,0.22499695,0
0,867483.58,1,0,16,123,0,42.46,85,1,1,0.238372494,867483.58,184.8392302,0.86748358,0
0,3649482.69,1,1,43,166,0,136.67,137,2,1,0.174400683,18851.68,0,3.64948269,0
0,264375.21,2,0,42,82,0,74.31,223,4,1,0.194612349,0,5257.557256,0.26437521,0
0,242864.98,103,0.368932039,41,32,0,1.71,95,2,23,0.268882371,30070.5,106.2963621,0.24286498,0
2,4475495.15,2,0,0,82,0,90.96,273,2,1,0.046881947,4475495.15,140728.989,4.47549515,0
0,249439.52,316,0.262658228,49,90,0,0.62,101,1,19,0.096785603,10469.74,15.64421085,0.24943952,0
1,3778439.11,103,0.485436893,0,90,0,1.71,93,7,31,0.36101545,5694.59,17359.19416,3.77843911,0
1,51924.59,3,0.333333333,0,90,0,41.56,84,1,1,0.691550898,2799.92,365.3417291,0.05192459,0
0,323387.08,5,0.2,18,33,0,20.94,105,1,1,0.169248294,3725.35,759.7370373,0.32338708,0
2,1090467616,5,0.4,0,33,0,25.19,76,4,1,0.054408881,0,1611.593573,1090.467616,0
0,200393.17,45,0.466666667,29,82,0,4.12,91,5,6,0.136889836,8624.72,580.148054,0.20039317,0
1,945975.45,1,0,0,125,0,167.45,335,2,1,0.175151384,945975.45,5946.721141,0.94597545,0
0,292533.73,138,0.297101449,23,186,0,1.47,108,1,13,0.239632011,129.8,4272.290078,0.29253373,0
0,237573.28,21,0.238095238,21,32,0,7.98,96,1,2,0.196326875,27624.82,65.07429111,0.23757328,0
0,280329.52,1,1,17,123,0,152.68,153,1,1,0.641532505,2063.8,0,0.28032952,0
0,2197877.51,140,0.3,64,32,0,1.3,79,2,41,0.217291193,32424.24,4644.104263,2.19787751,0
0,509656.03,1,0,24,123,0,99.43,199,3,1,0.274588411,509656.03,208.2185379,0.50965603,0
0,68.65,1,0,41,32,0,149.38,299,3,1,0.143852036,0,0.287512587,6.865e-05,0
0,1845812.52,20,0.25,22,133,0,6.91,90,1,6,0.516529152,270488.62,3770.914742,1.84581252,0
0,290662.97,10,0.4,39,82,0,23.73,95,1,1,0.596684831,26297.32,31.97584354,0.29066297,0
0,162196.02,3,0.333333333,42,90,0,42.59,86,3,2,0.281498893,2845.1,419.7469211,0.16219602,0
1,8440.93,1,0,0,123,0,44.85,90,2,1,0.243315776,8440.93,9.387283449,0.00844093,0
0,2333419.61,3,0.333333333,27,123,0,50.65,152,1,1,0.204451643,3960.85,7.212071742,2.33341961,0
2,257312908.8,14,0.5,0,90,0,12.7,51,2,7,0.040590719,7358342.39,286282.408,257.3129088,0
1,622240.37,1,0,0,125,0,87.37,175,1,1,0.677847158,622240.37,1644.536905,0.62224037,0
0,875707.89,1,0,57,123,0,132.64,133,1,1,0.315601336,0,371.8607654,0.87570789,0
0,100480.16,1,1,49,123,0,132.77,266,3,1,0.348382286,10071.52,0,0.10048016,0
1,668566.09,4,0.25,0,166,0,46.77,141,2,2,0.275973227,8470.81,227.4379972,0.66856609,0
0,2163866.57,1,0,16,123,0,26.82,54,1,1,0.074998483,2163866.57,36333.22488,2.16386657,0
1,91325738.31,1,1,0,123,0,59.32,119,1,1,0.240044333,0,0,91.32573831,0
0,246237.94,25,0.2,36,82,0,7.56,129,2,23,0.01761189,270.85,185.1744653,0.24623794,0
0,422326.76,90,0.288888889,18,32,0,1.81,73,1,46,0.245927025,11533.11,174.2343713,0.42232676,0
0,60538.52,2,0.5,37,123,0,61.7,62,2,1,0.079335592,5763.99,443.2184445,0.06053852,0
0,791491.39,1,0,59,125,0,59.63,60,1,1,0.301569504,0,6941.004412,0.79149139,0
0,190608.53,4,0.25,37,82,0,34.36,104,2,3,0.23123694,20230.1,110.2825183,0.19060853,0
1,6696.85,78,0.461538462,0,125,0,2.16,78,3,2,0.518903289,116.46,1.051857232,0.00669685,0
0,5555.64,112,0.321428571,40,82,0,1.52,90,3,44,0.259606601,97.62,1.394008623,0.00555564,0
0,15016.5,85,0.270588235,43,32,0,2.42,90,3,2,0.026618593,1625.62,265.6797181,0.0150165,0
0,496546.38,19,0.315789474,61,90,0,7.2,101,1,3,0.085643768,26599.82,5342.023071,0.49654638,0
1,246103.34,1,0,0,186,0,58.32,117,1,1,0.224012146,0,12251.99179,0.24610334,0
0,544753.16,2,0,23,82,0,72.89,146,2,1,0.448368683,0,3710.272075,0.54475316,0
0,14752.02,1,0,15,82,0,53.03,54,1,1,0.260462822,14752.02,8.490769643,0.01475202,0
0,769031.57,4,0.25,57,82,0,19.87,100,4,1,0.265264691,1675.16,762.2280019,0.76903157,0
0,0,0,0,61,125,0,38.5,39,1,0,0.134823919,0,0,0,0
0,5674404.21,75,0.253333333,21,32,0,2.19,79,1,6,0.14662829,3824.15,640.4154894,5.67440421,0
0,59090.3,96,0.270833333,48,166,0,1.81,105,4,7,0.131619971,11876.17,639.6990119,0.0590903,0
0,383988.33,252,0.285714286,33,123,0,0.69,81,1,22,0.522244481,1334.89,1238.952795,0.38398833,0
1,13717.76,28,0.392857143,0,32,0,5.38,70,2,16,0.100266062,182.78,5.747633128,0.01371776,0
0,375216.24,2,0.5,51,32,0,28.18,57,2,1,0.214427273,37528.2,2406.387442,0.37521624,0
1,2146442.09,40,0.45,0,125,0,3.72,94,1,3,0.1353011,21165.93,90.30052029,2.14644209,0
0,218760.76,1,0,17,123,1,84.27,169,3,1,0.307425599,218760.76,308.2173234,0.21876076,0
0,2492287.53,8,0.25,15,82,0,20.91,63,1,2,0.485706456,28892.01,19332.21084,2.49228753,0
0,1500059.19,4,0.25,15,82,0,16.3,49,2,1,0.094797657,61905.16,5469.761657,1.50005919,0
0,178628.77,6,0.333333333,58,82,0,35.45,107,2,1,0.142475692,31809.51,195.215919,0.17862877,0
0,1103.29,2,0,77,90,0,81.83,164,1,1,0.095217221,1103.29,4.460922865,0.00110329,0
0,201285.44,1,1,39,125,0,94.32,95,2,1,0.071669897,153.05,0,0.20128544,0
0,3242576.82,1,1,60,125,0,69.94,70,4,1,0.129015111,280664.33,0,3.24257682,0
0,1025,2,0.5,36,82,0,53.74,162,2,2,0.713220665,260.95,0.299554285,0.001025,0
0,754996.2,17,0.235294118,27,186,0,11.74,83,3,1,0.145894389,71341.25,3142.03573,0.7549962,0
0,1230089.2,43,0.255813953,80,125,0,3.82,77,2,3,0.530603153,17513.67,786.5579571,1.2300892,0
0,32596.67,18,0.277777778,18,186,0,11.76,95,1,5,0.144714091,2254.34,182.6230416,0.03259667,0
0,6016757.28,110,0.318181818,46,123,0,1.84,107,3,15,0.30391204,79.58,5831.252316,6.01675728,0
0,11083.83,42,0.333333333,30,32,0,3.76,79,2,5,0.463480801,873.45,0.444153945,0.01108383,0
0,1986968.58,1,1,51,90,0,228.03,229,1,1,0.454960995,153120.85,0,1.98696858,0
1,4402537.86,5,0.2,0,32,0,50.37,202,1,1,0.247662973,502282.05,5938.305186,4.40253786,0
0,711372.5,111,0.333333333,15,82,0,1.56,86,1,5,0.419552432,22534.31,3439.357041,0.7113725,0
1,46359.78,1,1,0,123,0,45.35,91,2,1,0.585967022,3.3,0,0.04635978,0
2,2182028.14,4,0.5,0,123,0,37.95,152,2,1,0.088190699,175401.11,3270.942595,2.18202814,0
2,33504.01,29,0.517241379,0,90,0,6.28,101,2,4,0.0642909,1797.46,16.75918077,0.03350401,0
1,2144612.2,2,1,0,90,0,81.3,82,1,1,0.397019935,199.36,0,2.1446122,0
2,34625972.8,9,0.555555556,0,90,0,14.27,72,1,1,0.101016896,11021.96,259699.983,34.6259728,0
0,35240.29,65,0.307692308,18,123,0,2.16,89,2,6,0.071209847,1063.99,6.205258299,0.03524029,0
0,0.47,1,0,62,125,0,75.16,76,5,1,0.193765674,0,0.001377017,4.7e-07,0
0,160973.78,1,0,25,123,0,63.61,128,2,1,0.465929511,0,17.8055496,0.16097378,0
0,922406.73,111,0.27027027,65,90,0,1.62,96,2,26,0.280662284,185.06,142.6795822,0.92240673,0
1,77934.46,25,0.52,0,32,0,7.6,99,1,1,0.267748336,4521.34,53.22690601,0.07793446,0
0,34331.23,1,0,38,32,0,65.73,132,1,1,0.330960895,0,10.33038607,0.03433123,0
0,1440513.79,81,0.234567901,44,123,0,2.42,90,1,9,0.051012797,34306.78,3142.19448,1.44051379,0
0,2630015.59,2,1,43,166,0,107.99,216,4,1,0.306173247,87939.67,0,2.63001559,0
0,1450999.39,83,0.265060241,26,133,0,1.86,82,3,7,0.137538945,339508.65,13082.52158,1.45099939,0
0,383965.12,2,0,77,90,0,32.75,66,2,1,0.203561113,383965.12,12716.95285,0.38396512,0
0,1328.17,1,1,59,82,0,81.78,164,1,1,0.195671443,95.93,0,0.00132817,0
0,308552.38,1,1,87,125,0,34.89,35,2,1,0.28998032,9887.01,0,0.30855238,0
0,2212378.96,45,0.288888889,48,123,1,3.46,59,2,31,0.099735395,18751.74,24660.62543,2.21237896,0
1,162028.47,1,0,0,82,0,99.07,100,4,1,0.78749737,162028.47,306.299192,0.16202847,0
0,203082.26,53,0.301886792,61,125,0,3.41,106,3,13,0.107384871,27102.67,18.58505881,0.20308226,0
0,414225.38,1,0,59,186,0,141.51,284,2,1,0.083340447,414225.38,1106.405214,0.41422538,0
0,42387.39,2,1,48,82,0,46.44,140,4,1,0.239935287,2923.38,0,0.04238739,0
0,1112065.08,1,0,26,123,0,117.82,236,3,1,0.239617508,1112065.08,7777.226512,1.11206508,0
2,17002108.02,3,1,0,123,0,32.4,130,1,1,0.046773532,0,0,17.00210802,0
1,53246.3,1,1,0,32,0,96.03,193,1,1,0.65846109,5533.25,0,0.0532463,0
0,128533.59,18,0.333333333,68,90,0,8.39,68,2,3,0.271763981,11178.66,1306.884749,0.12853359,0
0,11962929.97,60,0.333333333,56,138,0,2.33,68,5,14,0.356473534,1488589.83,155750.787,11.96292997,0
0,4657.91,1,1,45,123,0,106.92,107,1,1,0.181716779,1108.64,0,0.00465791,0
0,131024.34,1,1,62,90,0,17.22,35,3,1,0.157098987,25395.21,0,0.13102434,0
1,1896062.32,1,0,0,32,0,119.66,120,1,1,0.154940977,1896062.32,2223.975546,1.89606232,0
0,86536.28,62,0.322580645,54,32,0,2.7,92,4,23,0.288707619,2060.78,112.6278768,0.08653628,0
0,1116048.86,74,0.324324324,63,125,0,2.86,92,2,5,0.520371451,110369.15,1613.29007,1.11604886,0
0,104222.66,1,0,25,90,0,55.84,112,1,1,0.40011729,104222.66,1.453725793,0.10422266,0
0,536354.71,4,0.25,21,32,0,33.22,100,2,1,0.018569568,758.83,2338.256328,0.53635471,0
1,159921.43,1,0,0,123,0,63.65,64,1,1,0.743964716,159921.43,143.6769846,0.15992143,0
0,75094.61,1,0,94,32,0,131.69,264,2,1,0.228275296,75094.61,813.5950766,0.07509461,0
0,913103.72,155,0.206451613,58,32,0,1.11,94,1,12,0.032507009,35592.01,9918.231111,0.91310372,0
0,181258.06,5,0.4,66,123,0,23.33,70,2,1,0.090604223,17142,367.3294116,0.18125806,0
0,934005.55,2,1,24,123,0,48.81,98,1,1,0.123451601,29.83,0,0.93400555,0
2,127499.94,4,0.75,0,123,0,17.28,52,1,2,0.193474005,10189.45,19.49372661,0.12749994,0
0,627182.21,25,0.12,26,133,0,7.34,81,1,21,0.049429786,2238.24,3473.026045,0.62718221,0
0,1429369.54,2,1,41,125,0,14.69,15,1,1,0.205384887,10.89,0,1.42936954,0
0,404867.55,20,0.45,37,32,0,8.55,95,1,2,0.266865442,45682.81,102.5583483,0.40486755,0
0,3217.16,1,1,21,90,0,144.03,289,1,1,0.113121978,645.81,0,0.00321716,0
0,497391.27,33,0.363636364,44,125,0,6.02,85,2,1,0.325016582,20238.34,3491.399105,0.49739127,0
0,37152.38,29,0.379310345,31,125,0,6.47,85,1,2,0.440437746,6502.84,2.121392901,0.03715238,0
0,242143.44,44,0.204545455,20,32,0,3.73,90,2,20,0.411734848,9.32,915.6361186,0.24214344,0
0,429136.87,2,0.5,56,125,0,44.72,90,2,2,0.116592905,1560.44,28.18314668,0.42913687,0
0,464755.97,59,0.305084746,34,123,0,3.15,67,5,2,0.337173733,4857.87,713.8085951,0.46475597,0
0,392.56,1,0,55,82,0,403.61,808,3,1,0.251025869,0,14.10667445,0.00039256,0
1,238247.4,1,0,0,90,0,136.29,273,3,1,0.693491104,0,154.5530674,0.2382474,0
0,699328.04,33,0.363636364,50,186,0,5.85,94,2,5,0.113939451,13539.57,311.2770128,0.69932804,0
0,2525.03,99,0.323232323,32,123,0,1.94,99,3,29,0.338630047,876.14,1.202985025,0.00252503,0
0,154057.75,63,0.365079365,30,123,0,3.29,129,3,4,0.306565078,4361.56,1394.132558,0.15405775,0
0,108587.14,1,0,57,32,0,217.89,218,1,1,0.414599995,0,1390.447958,0.10858714,0
2,162942712.4,1,1,0,166,0,116.99,234,2,1,0.222885212,1209827.05,0,162.9427124,0
0,2845849.3,3,0.333333333,100,123,0,45.34,182,1,1,0.167888424,42569.59,48547.94258,2.8458493,0
0,324074.79,4,0.5,32,82,0,35.55,107,3,1,0.225462824,49949.47,70.98086109,0.32407479,0
0,463903.43,144,0.270833333,20,166,0,1.19,81,2,8,0.054772403,65938.41,927.0246531,0.46390343,0
0,79.32,1,0,15,90,0,65.98,66,1,1,0.039880866,79.32,1.070133674,7.932e-05,0
2,12944019.79,16,0.25,0,186,0,8.97,90,3,9,0.099407711,1470760.97,165506.3669,12.94401979,0
1,3256862.76,2,0.5,0,123,0,87.37,88,1,1,0.628652955,72319.9,1384.85733,3.25686276,0
0,2611872.81,7,0.714285714,15,32,0,15.73,63,2,2,0.368180094,13364.3,5198.887596,2.61187281,0
0,833606.51,111,0.333333333,53,123,0,1.69,104,2,49,0.098255333,6162.3,9218.389576,0.83360651,0
2,374824214.4,4,0.75,0,32,0,26.7,81,1,2,0.410078894,31054645.41,1794676.977,374.8242144,0
0,412654.5,57,0.315789474,62,82,0,2.2,69,1,12,0.016368007,28538.07,60.44221623,0.4126545,0
1,1248832.99,2,0.5,0,90,0,148.19,149,1,1,0.123004879,311343.77,2378.069655,1.24883299,0
0,284965.97,1,1,61,33,0,251.34,503,2,1,0.001517297,12991.24,0,0.28496597,0
0,61571415.34,461,0.292841649,62,125,0,0.4,98,1,100,0.423577228,114524.69,23.39939578,61.57141534,0
0,1438647.83,50,0.26,15,82,0,2.48,53,2,11,0.240481211,20603.84,11372.91161,1.43864783,0
1,11005.26,5,0.6,0,32,0,17.71,54,2,1,0.383161328,4966.53,17.0109611,0.01100526,0
2,31990655.65,30,0.4,0,82,0,5.63,85,5,2,0.106202205,218105.29,311628.7877,31.99065565,0
0,193116.51,74,0.243243243,67,82,0,2.47,104,1,21,0.605603538,22448.37,1384.523708,0.19311651,0
0,108362.91,1,1,54,32,0,27.24,28,3,1,0.102202247,1368.09,0,0.10836291,0
0,518084.28,1,0,29,90,0,18.88,38,3,1,0.206870406,0,348.9529799,0.51808428,0
1,536.33,18,0.611111111,0,82,0,7.12,65,1,3,0.591569824,313.44,0.157623444,0.00053633,0
0,611179.47,1,0,53,166,0,185.18,371,1,1,0.306386371,0,114.6900325,0.61117947,0
1,166314.26,1,0,0,125,0,54.62,55,2,1,0.831079507,0,834.11201,0.16631426,0
0,2238273.79,3,0.333333333,40,186,0,32.88,66,3,1,0.428063991,7517.84,1428.706883,2.23827379,0
0,547875.3,2,0,70,32,0,122.75,246,1,1,0.457720936,547875.3,69.92940933,0.5478753,0
0,1656416.82,1,0,29,32,0,58.11,117,4,1,0.071373846,0,25942.48074,1.65641682,0
2,1724244678,163,0.380368098,0,123,0,1.14,92,3,78,0.308812404,4494383.37,166991.6659,1724.244678,0
2,18312853.74,28,0.321428571,0,32,0,6.55,86,1,3,0.17989219,26139.82,14342.55471,18.31285374,0
0,961515.27,43,0.302325581,18,186,0,3.31,67,2,1,0.067108151,5882.95,1213.702845,0.96151527,0
0,1952.01,1,0,24,32,0,148.76,149,1,1,0.178913764,0,1.537984168,0.00195201,0
0,237353.82,4,0.75,18,125,0,41.67,167,1,2,0.372771352,51508.31,47.15331196,0.23735382,0
0,2590653.79,1,0,67,82,0,50.49,101,2,1,0.058026434,0,705.7273822,2.59065379,0
0,213226.23,2,0.5,55,82,0,53.09,107,3,1,0.064915328,21297.61,679.914145,0.21322623,0
0,398015.83,116,0.293103448,75,82,0,1.64,87,1,2,0.38035493,129.53,1684.716934,0.39801583,0
0,506533.04,1,0,16,32,0,71.18,143,1,1,0.401828826,0,208.6930958,0.50653304,0
0,15240.97,1,1,39,166,0,54.77,55,1,1,0.069167423,1911.2,0,0.01524097,0
0,498481.69,1,0,22,32,0,46.6,47,2,1,0.080321968,0,1016.278895,0.49848169,0
2,8070397.49,11,0.363636364,0,82,0,14.77,133,1,1,0.035993401,490982.52,291.2416793,8.07039749,0
0,345783.32,1,1,41,123,0,48.53,49,1,1,0.156433555,2611.92,0,0.34578332,0
0,172947.25,2,0,87,82,0,54.02,55,3,1,0.505129318,172947.25,164.2070311,0.17294725,0
0,1109510.17,29,0.310344828,31,90,0,5.02,61,3,4,0.308559379,3671.98,1204.896588,1.10951017,0
0,284410.1,10,0.4,46,82,0,25.25,152,1,3,0.194733434,47241.81,4877.741265,0.2844101,0
0,200973.35,23,0.130434783,58,82,0,5.76,81,1,6,0.145745982,696.2,34.24720715,0.20097335,0
0,6910246.04,3,0.666666667,50,125,0,58.52,118,2,1,0.325139334,346.64,11330.26825,6.91024604,0
0,169621.46,3,0,66,125,0,119.24,120,2,1,0.229656337,0,2096.736583,0.16962146,0
1,66967.71,103,0.349514563,0,125,0,1.36,71,3,48,0.251042426,12276.42,133.4136757,0.06696771,0
0,160739.92,1,0,56,82,0,83.96,168,2,1,0.490256615,160739.92,566.0442294,0.16073992,0
0,1152528.66,118,0.271186441,75,82,0,1.35,79,3,75,0.100041682,80402.23,5187.37104,1.15252866,0
0,26012.82,1,0,55,125,0,97.61,196,1,1,0.629065792,0,487.398434,0.02601282,0
0,143059093.6,3,0,52,82,0,33.25,34,1,1,0.049555715,143059093.6,549190.7113,143.0590936,0
0,307813.7,61,0.278688525,70,186,0,2.71,74,4,1,0.118726352,2765.1,497.6760771,0.3078137,0
1,20697675.18,1,0,0,32,0,102.47,103,1,1,0.398347824,20697675.18,561419.6572,20.69767518,0
0,306088.82,3,0.333333333,41,90,0,45.05,91,1,1,0.186230418,5180.54,307.7316962,0.30608882,0
0,8820.89,3,0,73,123,0,21.07,64,1,1,0.019958779,0,13.99269926,0.00882089,0
1,51805725.02,1,0,0,123,0,144.39,289,1,1,0.456465735,0,563662.1412,51.80572502,0
0,411910.42,1,1,60,186,0,105.79,106,2,1,0.188141423,103.28,0,0.41191042,0
0,601423.53,1,0,52,82,0,26.84,54,1,1,0.371438544,601423.53,1803.452978,0.60142353,0
0,4038.7,261,0.233716475,38,123,0,0.69,96,1,26,0.132996009,161.3,5.47e-06,0.0040387,0
0,2262419.38,1,0,56,186,0,92.3,185,2,1,0.307511238,0,1965.766943,2.26241938,0
0,55050.92,46,0.173913043,20,82,0,3.67,81,2,3,0.294594888,1522.31,0.789550582,0.05505092,0
0,105367.46,61,0.31147541,71,186,0,2.84,94,1,4,0.263047645,6207.06,2640.744853,0.10536746,0
1,774.03,1,1,0,32,0,29.69,60,2,1,0.489987927,243.53,0,0.00077403,0
0,390853.74,2,0,34,123,0,55.35,111,2,1,0.151572275,0,661.2530308,0.39085374,0
0,15658132.26,9,0,59,33,0,17.59,88,2,2,0.018549728,0,2440.798498,15.65813226,0
0,68649.23,10,0.3,14,90,0,18.53,130,1,1,0.113847895,5278.07,233.2695459,0.06864923,0
2,2787229025,2,0,0,32,0,94.44,189,1,1,0.370547089,2787229025,2318353.866,2787.229025,0
0,89033.69,39,0.256410256,21,32,0,4.8,111,4,4,0.255689857,660.9,59.43802656,0.08903369,0
0,132874.24,2,0.5,74,90,0,101.26,203,2,1,0.178844206,7.31,583.5167152,0.13287424,0
2,65495897.65,12,0.5,0,90,0,9.18,83,1,3,0.032786439,178.08,75114.75435,65.49589765,0
0,474804.76,2,0,49,82,0,109.27,110,4,1,0.050226494,474804.76,7844.642542,0.47480476,0
1,325600.3,69,0.333333333,0,82,0,2.9,90,3,1,0.088797103,45408.04,807.6191988,0.3256003,0
0,588141.81,48,0.1875,61,32,0,3.47,80,2,2,0.386054003,63911.05,237.3688807,0.58814181,0
1,9796032.11,1,1,0,123,0,60.49,61,4,1,0.332430462,1117.36,0,9.79603211,0
2,160328544.5,5,0.4,0,32,0,26.2,79,1,1,0.035191133,88198.38,887222.5052,160.3285445,0
0,571930.14,3,0.333333333,51,82,0,58.86,59,3,1,0.413261111,154408.13,12.29958472,0.57193014,0
0,20805.05,1,0,79,186,0,29.25,59,2,1,0.435898484,0,8.332380407,0.02080505,0
1,604784.55,25,0.4,0,125,0,6.39,103,3,25,0.384111117,171458.74,1222.712868,0.60478455,0
0,532293.38,1,0,63,32,0,165.76,166,2,1,0.217287203,532293.38,3161.704535,0.53229338,0
1,1728033.42,2,0.5,0,82,0,56.27,113,4,1,0.584016565,3347.82,2469.750724,1.72803342,0
0,13157209.15,3,0.333333333,30,33,0,73.43,147,1,1,0.302640299,2031735.89,185701.4043,13.15720915,0
0,34937.17,2,0,18,90,0,28.5,58,1,1,0.062052195,34937.17,1035.843057,0.03493717,0
0,1871.26,13,0.230769231,54,32,0,8.75,53,2,1,0.36731718,395.21,48.78675477,0.00187126,0
0,681552.93,1,0,46,82,0,77.15,155,1,1,0.735369958,0,2576.35345,0.68155293,0
0,362711.88,1,0,28,32,0,29.32,30,5,1,0.36247438,362711.88,3890.894186,0.36271188,0
0,237687.47,32,0.40625,53,90,0,4.06,65,1,4,0.039256386,17257.44,336.5700044,0.23768747,0
1,526269.2,1,0,0,125,0,169.14,170,2,1,0.264162793,0,2101.557782,0.5262692,0
0,1217388.42,1,0,45,125,0,17.19,35,2,1,0.663446053,1217388.42,12425.2044,1.21738842,0
0,214391.7,1,0,19,82,0,86.38,87,2,1,0.054841604,0,22.32307199,0.2143917,0
0,1501.57,64,0.265625,78,82,0,2.82,110,2,17,0.28472243,176.08,0.363462329,0.00150157,0
1,431126.98,72,0.361111111,0,82,0,2.48,90,5,1,0.379148748,261.13,141.860391,0.43112698,0
1,79718.45,1,0,0,82,0,57.2,58,2,1,0.236076157,0,67.77357634,0.07971845,0
0,523874.56,1,0,73,166,0,187.46,188,3,1,0.300358728,523874.56,468.5242976,0.52387456,0
0,1301481.1,2,0,61,82,0,55.45,111,2,1,0.564736024,1301481.1,32.37255926,1.3014811,0
1,3536170.66,1,0,0,82,0,95.34,191,2,1,0.32009147,3536170.66,79853.76315,3.53617066,0
0,2322526.95,679,0.275405007,100,32,0,0.27,98,2,117,0.56006723,237193.5,3512.957858,2.32252695,0
0,3511556.29,14,0.357142857,37,90,0,8.51,52,3,4,0.050562416,44143.83,15556.79561,3.51155629,0
1,157643.22,2,0.5,0,82,0,56.95,114,1,1,0.412107393,981.12,170.8058268,0.15764322,0
0,278223.45,1,0,26,90,0,51.12,52,2,1,0.159524914,278223.45,1366.411948,0.27822345,0
2,7664931.65,1,0,0,125,0,73.91,74,1,1,0.370903332,7664931.65,290.4064623,7.66493165,0
0,927322.24,4,0.75,52,125,0,44.05,133,1,1,0.39213615,2535.35,3704.354106,0.92732224,0
0,899212.37,2,0.5,65,186,0,51.2,154,1,1,0.242435367,100757.15,142.4889537,0.89921237,0
0,207334.47,42,0.285714286,64,82,0,3.83,89,2,13,0.049385992,24403.5,36.25945368,0.20733447,0
1,98259.41,164,0.37195122,0,166,0,1.05,87,2,48,0.845477929,1258.76,128.5631568,0.09825941,0
0,431411.21,9,0.222222222,57,186,0,11.49,92,1,3,0.254703436,30585.31,682.321057,0.43141121,0
0,564055.97,9,0.333333333,42,125,0,27.51,166,1,9,0.592837395,375.66,1524.083512,0.56405597,0
1,43761.58,1,0,0,123,0,155.79,156,2,1,0.37729172,43761.58,125.7811673,0.04376158,0
1,4033550.68,66,0.5,0,32,0,2.57,70,1,7,0.110919022,112863.12,251.573257,4.03355068,0
0,55998.59,25,0.44,27,90,0,6.86,97,1,1,0.236412582,2057.28,746.4300621,0.05599859,0
